Time,1Hash,AntPool,BTC.TOP,BTC.com,BTCC Pool,BW.COM,BitClub Network,BitFury,F2Pool,GBMiners,HaoBTC,SlushPool,Unknown,ViaBTC,others
2017-06-05 00:00:00 UTC,7.714068288427805e+16,8.533688044073258e+17,6.556958045163634e+17,4.72486682666203e+17,3.423117802989838e+17,2.2177946329229936e+17,2.16958170612032e+17,4.1463117050299456e+17,4.194524631832619e+17,1.0606843896588232e+17,,2.6999239009497315e+17,7.617642434822456e+17,2.16958170612032e+17,1.9285170721069514e+17
2017-06-12 00:00:00 UTC,1.0183653314588214e+17,8.292403413307546e+17,6.595127860876177e+17,4.2189420874722605e+17,4.4129164363215597e+17,2.4731729478285664e+17,1.2608332675204456e+17,2.3761857734039168e+17,4.2189420874722605e+17,8.243909826095221e+16,,2.230705011766942e+17,7.031570145787101e+17,2.7156408838901904e+17,1.7457691396436938e+17
2017-06-19 00:00:00 UTC,8.59240060978465e+16,8.491313543787182e+17,7.83424761480365e+17,3.841308507903726e+17,3.386416710915127e+17,2.4766331169379283e+17,1.9711977869505962e+17,1.5668495229607302e+17,4.8521791678783904e+17,7.076094619822652e+16,,2.6788072489328614e+17,7.328812284816319e+17,2.173371918945529e+17,2.1733719189455286e+17
2017-06-26 00:00:00 UTC,6.571418066589532e+16,8.947238444510363e+17,7.835152310164443e+17,4.145048318925705e+17,3.5890052517527443e+17,2.5780178568928163e+17,1.4659317225468957e+17,2.021974789719856e+17,6.470319327103539e+17,9.098886553739352e+16,,2.375820377920831e+17,8.13844852862242e+17,2.021974789719856e+17,2.2241722686918413e+17
2017-07-03 00:00:00 UTC,5.5320238505743944e+16,9.907351805119597e+17,7.091048753918086e+17,3.218632058516011e+17,4.3250368286308896e+17,3.1683409326016986e+17,1.6093160292580054e+17,2.2128095402297578e+17,4.073581199059327e+17,2.2631006661440704e+17,,2.8665941771158224e+17,7.443086635318276e+17,2.5145562957156336e+17,2.313391792058383e+17
2017-07-10 00:00:00 UTC,6.310035179349988e+16,1.3251073876634972e+18,7.834960347692901e+17,4.1541064930720755e+17,4.4696082520395744e+17,3.049850336685827e+17,1.3145906623645808e+17,1.6826760478266634e+17,5.416113528942073e+17,2.050761433288746e+17,,3.312768469158743e+17,6.730704191306653e+17,3.26018484266416e+17,2.4188468187508285e+17
2017-07-17 00:00:00 UTC,7.998593193600875e+16,1.5482991110470267e+18,7.770061959497993e+17,5.599015235520613e+17,4.7420231076348045e+17,2.7995076177603066e+17,2.913773234811748e+17,1.4283202131430134e+17,3.8850309797489965e+17,1.4283202131430134e+17,,1.599718638720175e+17,9.084116555589567e+17,3.0280388518631885e+17,2.856640426286027e+17
2017-07-24 00:00:00 UTC,1.0047266351346403e+17,1.3416055657386079e+18,7.742305247213993e+17,6.501172344988849e+17,4.60992220826482e+17,2.4231642376776618e+17,2.4822658044502877e+17,2.5413673712229136e+17,4.137109674083813e+17,2.30496110413241e+17,,2.30496110413241e+17,7.269492713032986e+17,3.8416018402206835e+17,3.30968773926705e+17
2017-07-31 00:00:00 UTC,6.724536282588657e+16,1.3876997601342044e+18,6.969064874682789e+17,7.580386354918121e+17,4.279250361647326e+17,2.9343431051295955e+17,3.117739549200195e+17,2.5675502169883958e+17,6.05208265432979e+17,2.0173608847765968e+17,,2.7509466610589955e+17,8.619632871318186e+17,3.056607401176662e+17,1.528303700588331e+17
2017-08-07 00:00:00 UTC,1.8488485840541133e+17,1.2113145895526948e+18,8.734215724669432e+17,7.714161333467162e+17,4.398984562059787e+17,2.295122380205106e+17,2.8051495758062406e+17,3.6339437686580845e+17,4.653998159860354e+17,2.1038621818546803e+17,,2.996409774156666e+17,8.096681730168013e+17,1.912601983504255e+17,1.466328187353262e+17
2017-08-14 00:00:00 UTC,1.774160744791037e+17,1.215628658467933e+18,7.556610579665528e+17,8.082287837381391e+17,5.651030520445526e+17,2.5626766313648314e+17,2.4969669741503488e+17,3.0883538890806944e+17,6.176707778161389e+17,1.5770317731475885e+17,,4.5996760050138e+17,6.110998120946906e+17,3.154063546295177e+17,2.1027090308634515e+17
2017-08-21 00:00:00 UTC,6.404656487271976e+16,8.13391373883541e+17,5.828237403417499e+17,3.6506541977450266e+17,4.867538930326702e+17,2.3056763354179117e+17,2.5618625949087904e+17,3.586607632872307e+17,3.0742351138905485e+17,2.177583205672472e+17,,3.1382816787632685e+17,7.685587784726372e+17,3.394467938254147e+17,1.7933038164361536e+17
2017-08-28 00:00:00 UTC,8.206318062099653e+16,1.1110092145611839e+18,1.0731339004284163e+18,,3.661280366167537e+17,1.1362594239830288e+17,3.093150654176023e+17,3.5350293190583123e+17,5.870673690578982e+17,2.0831422773022195e+17,,4.166284554604439e+17,1.3698238611350958e+18,7.764439397217364e+17,1.830640183083769e+17
2017-09-04 00:00:00 UTC,9.032191234154757e+16,1.154830164938358e+18,1.1290239042693445e+18,,5.3547990888203194e+17,2.7741730219189613e+17,3.419329538644301e+17,2.903204325264029e+17,6.064471257218194e+17,1.0967660784330776e+17,,3.225782583626699e+17,1.6967616389876436e+18,8.709612975792087e+17,2.645141718573893e+17
2017-09-11 00:00:00 UTC,1.5725827769160957e+17,1.1597797979756209e+18,1.0614933744183647e+18,,6.093758260549871e+17,2.0967770358881277e+17,3.2762141185751994e+17,3.60383553043272e+17,6.683476801893408e+17,1.834679906402112e+17,,4.717748330748288e+17,1.7167361981334047e+18,1.0352836614697632e+18,2.358874165374144e+17
2017-09-18 00:00:00 UTC,2.1046810032975472e+17,1.4187108985190874e+18,9.432088940703822e+17,,7.093554492595437e+17,2.1046810032975472e+17,2.2605832998381062e+17,3.8196062652436966e+17,8.418724013190189e+17,1.8708275584867085e+17,,4.599117747946492e+17,1.6837448026380378e+18,5.300678082379008e+17,1.948778706756988e+17
2017-09-25 00:00:00 UTC,1.959450006639226e+17,1.4421552048864704e+18,9.091848030806008e+17,,6.113484020714385e+17,1.3324260045146736e+17,3.2918760111538995e+17,3.448632011685038e+17,8.308068028150318e+17,2.272962007701502e+17,,5.799972019652109e+17,1.5989112054176084e+18,6.113484020714385e+17,2.1162060071703638e+17
2017-10-02 00:00:00 UTC,1.4381202476759576e+17,1.9095041066364106e+18,1.0626110718939021e+18,,5.992167698649824e+17,1.1984335397299648e+17,2.5566582180905917e+17,3.8349873271358874e+17,8.628721486055747e+17,1.5979113863066195e+17,,4.793734158919859e+17,1.717754740279616e+18,8.708617055371077e+17,1.5180158169912886e+17
2017-10-09 00:00:00 UTC,1.367196920007928e+17,1.592382295068057e+18,1.158096214594951e+18,,5.951327769446275e+17,1.6084669647152093e+17,3.2973572776661786e+17,3.056087232958897e+17,8.68572160946213e+17,1.9301603576582512e+17,,5.3883643317959514e+17,1.696932647774546e+18,9.007415002405172e+17,2.4931237953085744e+17
2017-10-16 00:00:00 UTC,1.275054195598641e+17,1.8530787642700247e+18,1.4705625055904325e+18,,8.245350464871212e+17,2.6351120042371914e+17,3.230137295516557e+17,3.6551553607161043e+17,7.565321560551936e+17,1.8700794868780067e+17,,6.715285430152842e+17,1.861579125574016e+18,1.0795458856068493e+18,2.550108391197282e+17
2017-10-23 00:00:00 UTC,1.0974998636885094e+17,1.792583110691232e+18,1.0883540314911052e+18,,6.310624216208929e+17,1.829166439480849e+17,4.024166166857868e+17,4.2985411327799955e+17,7.682499045819565e+17,2.377916371325104e+17,,7.408124079897439e+17,2.0212289156263383e+18,9.603123807274458e+17,2.0120830834289338e+17
2017-10-30 00:00:00 UTC,1.0307443180557595e+17,1.6285760225281e+18,1.577038806625312e+18,,6.699838067362437e+17,2.4737863633338227e+17,3.401456249584006e+17,3.298381817778431e+17,8.452103408057229e+17,2.3707119315282467e+17,,7.730582385418195e+17,1.9274918747642703e+18,1.2059708521252388e+18,2.267637499722671e+17
2017-11-06 00:00:00 UTC,2.1379045427758e+17,1.5474356690567695e+18,9.56966795337739e+17,,5.599273802508048e+17,1.934294586320962e+17,2.8505393903677334e+17,3.766784194414505e+17,6.719128563009656e+17,1.934294586320962e+17,,8.5516181711032e+17,1.7714066211570913e+18,1.0384107779196744e+18,1.5270746734112858e+17
2017-11-13 00:00:00 UTC,1.3566257026316522e+17,1.540739190845948e+18,1.4244569877632348e+18,,2.810153241165565e+17,1.2597238667293912e+17,1.7442330462406957e+17,3.39156425657913e+17,8.139754215789912e+17,1.7442330462406957e+17,,9.787085426128347e+17,2.480686999097878e+18,1.3953864369925565e+18,1.647331210338435e+17
2017-11-20 00:00:00 UTC,5.787294934810801e+16,1.9966167525097262e+18,1.3310778350064842e+18,,3.76174170762702e+17,2.7007376362450403e+17,3.1830122141459405e+17,3.66528679204684e+17,8.488032571055841e+17,2.21846305834414e+17,,1.041713088265944e+18,2.31491797392432e+18,1.4854056999347722e+18,8.6809424022162e+16
2017-11-27 00:00:00 UTC,5.739829377713575e+16,2.16200239893878e+18,1.4158245798360154e+18,,2.774250865894895e+17,1.7219488133140726e+17,2.96557851181868e+17,3.635225272551931e+17,1.0714348171732006e+18,1.5306211673902867e+17,,1.1383994932465258e+18,2.582923219971109e+18,1.5497539319826652e+18,1.0523020525808222e+17
2017-12-04 00:00:00 UTC,1.056751362117502e+16,2.155772778719704e+18,1.627397097660953e+18,,4.332680584681758e+17,2.4305281328702547e+17,4.0156551760465075e+17,3.8043049036230074e+17,9.616437395269268e+17,2.4305281328702547e+17,,1.3526417435104026e+18,2.990606354792531e+18,1.680234665766828e+18,1.2681016345410024e+17
2017-12-11 00:00:00 UTC,,2.647904735079805e+18,1.8218489843925153e+18,,5.0921244905380864e+17,2.602641406275022e+17,4.073699592430469e+17,3.734224626394597e+17,1.2221098777291407e+18,1.923691474203277e+17,,1.4484265217530557e+18,3.134485519731222e+18,1.663427333575775e+18,1.5842165081674048e+17
